length,generator,test,statistic,p_value,passed,alpha,execution_time,details,error
100000,BB84 Eve 35%,Block Frequency,768.8125,0.6152767466149204,True,0.01,0.0009663000000017519,"{'block_size': 128, 'n_blocks': 781}",
100000,BB84 Eve 35%,Runs,49707.0,0.06387024478633466,True,0.01,0.001009800000002059,"{'n': 100000, 'pi': 0.49991}",
100000,BB84 Eve 35%,Longest Run of Ones,1.9478622165200097,0.8563112547255037,True,0.01,0.04547450000000097,"{'block_size': 128, 'n_blocks': 781, 'categories': [4, 5, 6, 7, 8, 9], 'observed': [84.0, 184.0, 199.0, 135.0, 82.0, 97.0]}",
100000,BB84 Eve 35%,Binary Matrix Rank,1.6029839398793306,0.44865907865848387,True,0.01,0.138853000000001,"{'matrix_shape': [32, 32], 'n_matrices': 97, 'observed': [25.0, 55.0, 17.0]}",
100000,BB84 Eve 35%,Non-overlap Template,112.70963541666667,0.13147506253024682,True,0.01,0.4636470000000017,"{'template': '001', 'block_size': 1024, 'n_blocks': 97, 'mean': 127.75, 'variance': 48.0}",
100000,BB84 Eve 35%,Maurer Universal,8.18127006939294,0.7469823133774105,True,0.01,0.017231200000001223,"{'L': 9, 'Q': 5120, 'K': 5991, 'expected_value': 8.1764248, 'sigma': 0.015018457881660164}",
100000,BB92 ideal,Frequency (Monobit),0.5881836447913185,0.5564090340430169,True,0.01,0.00110610000000122,"{'n': 100000, 'ones': 50093, 'zeros': 49907}",
100000,BB92 ideal,Block Frequency,744.09375,0.8243326913789817,True,0.01,0.0009855999999999199,"{'block_size': 128, 'n_blocks': 781}",
100000,BB92 ideal,Runs,49923.0,0.6270391893260533,True,0.01,0.0011583999999977834,"{'n': 100000, 'pi': 0.50093}",
100000,BB92 ideal,Longest Run of Ones,4.199841894679297,0.5210171147564969,True,0.01,0.029222700000001822,"{'block_size': 128, 'n_blocks': 781, 'categories': [4, 5, 6, 7, 8, 9], 'observed': [94.0, 187.0, 200.0, 127.0, 94.0, 79.0]}",
100000,BB92 ideal,Binary Matrix Rank,3.4642484172358383,0.1769082205922115,True,0.01,0.13613829999999894,"{'matrix_shape': [32, 32], 'n_matrices': 97, 'observed': [28.0, 50.0, 19.0]}",
100000,BB92 ideal,Non-overlap Template,91.52213541666667,0.6378916160747645,True,0.01,0.4780058000000018,"{'template': '001', 'block_size': 1024, 'n_blocks': 97, 'mean': 127.75, 'variance': 48.0}",
100000,BB92 ideal,Maurer Universal,8.180408977096087,0.7907896369994478,True,0.01,0.016999900000001844,"{'L': 9, 'Q': 5120, 'K': 5991, 'expected_value': 8.1764248, 'sigma': 0.015018457881660164}",
100000,Biased p(1)=0.70,Frequency (Monobit),127.25637760049591,0.0,False,0.01,0.0011228999999985945,"{'n': 100000, 'ones': 70121, 'zeros': 29879}",
100000,Biased p(1)=0.70,Block Frequency,16839.78125,0.0,False,0.01,0.0009648999999996022,"{'block_size': 128, 'n_blocks': 781}",
100000,Biased p(1)=0.70,Runs,0.0,0.0,False,0.01,0.0009870000000020696,"{'n': 100000, 'pi': 0.70121, 'reason': 'frequency precondition failed'}",
100000,Biased p(1)=0.70,Longest Run of Ones,3881.1345732309487,0.0,False,0.01,0.041253699999998616,"{'block_size': 128, 'n_blocks': 781, 'categories': [4, 5, 6, 7, 8, 9], 'observed': [0.0, 1.0, 13.0, 48.0, 87.0, 632.0]}",
100000,Biased p(1)=0.70,Binary Matrix Rank,3.250066734053384,0.19690510495668698,True,0.01,0.120517600000003,"{'matrix_shape': [32, 32], 'n_matrices': 97, 'observed': [26.0, 52.0, 19.0]}",
100000,Biased p(1)=0.70,Non-overlap Template,8330.699218750002,0.0,False,0.01,0.564961199999999,"{'template': '001', 'block_size': 1024, 'n_blocks': 97, 'mean': 127.75, 'variance': 48.0}",
100000,Biased p(1)=0.70,Maurer Universal,7.09752272664106,0.0,False,0.01,0.018742999999997068,"{'L': 9, 'Q': 5120, 'K': 5991, 'expected_value': 8.1764248, 'sigma': 0.015018457881660164}",
100000,Periodic 0101,Frequency (Monobit),0.0,1.0,True,0.01,0.0011268999999991536,"{'n': 100000, 'ones': 50000, 'zeros': 50000}",
100000,Periodic 0101,Block Frequency,0.0,1.0,True,0.01,0.0009641000000009115,"{'block_size': 128, 'n_blocks': 781}",
100000,Periodic 0101,Runs,100000.0,0.0,False,0.01,0.0010115000000006091,"{'n': 100000, 'pi': 0.5}",
100000,Periodic 0101,Longest Run of Ones,5871.470187393526,0.0,False,0.01,0.039756700000001644,"{'block_size': 128, 'n_blocks': 781, 'categories': [4, 5, 6, 7, 8, 9], 'observed': [781.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",
100000,Periodic 0101,Binary Matrix Rank,629.0479041916169,2.5350304387710075e-137,False,0.01,0.03776200000000074,"{'matrix_shape': [32, 32], 'n_matrices': 97, 'observed': [0.0, 0.0, 97.0]}",
100000,Periodic 0101,Non-overlap Template,32980.126302083336,0.0,False,0.01,0.6311256000000007,"{'template': '001', 'block_size': 1024, 'n_blocks': 97, 'mean': 127.75, 'variance': 48.0}",
100000,Periodic 0101,Maurer Universal,1.0,0.0,False,0.01,0.016780800000002927,"{'L': 9, 'Q': 5120, 'K': 5991, 'expected_value': 8.1764248, 'sigma': 0.015018457881660164}",
100000,Block RNG,Frequency (Monobit),0.5059644256269407,0.6128816234132366,True,0.01,0.001149699999999143,"{'n': 100000, 'ones': 50080, 'zeros': 49920}",
100000,Block RNG,Block Frequency,12096.0,0.0,False,0.01,0.000995099999997251,"{'block_size': 128, 'n_blocks': 781}",
100000,Block RNG,Runs,3059.0,0.0,False,0.01,0.0010275000000028456,"{'n': 100000, 'pi': 0.5008}",
100000,Block RNG,Longest Run of Ones,6149.62728013818,0.0,False,0.01,0.03482669999999999,"{'block_size': 128, 'n_blocks': 781, 'categories': [4, 5, 6, 7, 8, 9], 'observed': [1.0, 0.0, 0.0, 0.0, 0.0, 780.0]}",
100000,Block RNG,Binary Matrix Rank,629.0479041916169,2.5350304387710075e-137,False,0.01,0.04039049999999733,"{'matrix_shape': [32, 32], 'n_matrices': 97, 'observed': [0.0, 0.0, 97.0]}",
100000,Block RNG,Non-overlap Template,25494.772135416668,0.0,False,0.01,0.6098962000000014,"{'template': '001', 'block_size': 1024, 'n_blocks': 97, 'mean': 127.75, 'variance': 48.0}",
100000,Block RNG,Maurer Universal,1.9669632055175903,0.0,False,0.01,0.01731709999999964,"{'L': 9, 'Q': 5120, 'K': 5991, 'expected_value': 8.1764248, 'sigma': 0.015018457881660164}",
100000,Markov p_stay=0.95,Frequency (Monobit),1.1826918449029737,0.23693129739492647,True,0.01,0.001120000000000232,"{'n': 100000, 'ones': 49813, 'zeros': 50187}",
100000,Markov p_stay=0.95,Block Frequency,13139.21875,0.0,False,0.01,0.0010185999999983153,"{'block_size': 128, 'n_blocks': 781}",
100000,Markov p_stay=0.95,Runs,5007.0,0.0,False,0.01,0.0010860000000008085,"{'n': 100000, 'pi': 0.49813}",
100000,Markov p_stay=0.95,Longest Run of Ones,5938.3873779666565,0.0,False,0.01,0.04163460000000185,"{'block_size': 128, 'n_blocks': 781, 'categories': [4, 5, 6, 7, 8, 9], 'observed': [4.0, 3.0, 3.0, 0.0, 3.0, 768.0]}",
100000,Markov p_stay=0.95,Binary Matrix Rank,629.0479041916169,2.5350304387710075e-137,False,0.01,0.08840849999999989,"{'matrix_shape': [32, 32], 'n_matrices': 97, 'observed': [0.0, 0.0, 97.0]}",
100000,Markov p_stay=0.95,Non-overlap Template,21594.490885416668,0.0,False,0.01,0.5906816999999975,"{'template': '001', 'block_size': 1024, 'n_blocks': 97, 'mean': 127.75, 'variance': 48.0}",
100000,Markov p_stay=0.95,Maurer Universal,2.564980933258918,0.0,False,0.01,0.015772399999999465,"{'L': 9, 'Q': 5120, 'K': 5991, 'expected_value': 8.1764248, 'sigma': 0.015018457881660164}",
